"entryID","submissionID","submitterID","marker","referenceDB","pipeline","sampleID","PC1","PC2"
"MadsReinholdtJensen_16S_nt_MetaBarFlow_B","MadsReinholdtJensen_16S_nt_MetaBarFlow","MadsReinholdtJensen","16S","nt","MetaBarFlow","B",-0.218955226011735,-0.267958645944541
"MadsReinholdtJensen_16S_nt_MetaBarFlow_C","MadsReinholdtJensen_16S_nt_MetaBarFlow","MadsReinholdtJensen","16S","nt","MetaBarFlow","C",-0.296199125600359,0.010748608118453
"MykleHoban_16S_16SAllFishDez2023_rainbowbridge_A","MykleHoban_16S_16SAllFishDez2023_rainbowbridge","MykleHoban","16S","16SAllFishDez2023","rainbowbridge","A",-0.262201223182465,0.175484220527245
"MykleHoban_16S_16SAllFishDez2023_rainbowbridge_B","MykleHoban_16S_16SAllFishDez2023_rainbowbridge","MykleHoban","16S","16SAllFishDez2023","rainbowbridge","B",-0.28637357243176,0.14334835931052
"MykleHoban_16S_16SAllFishDez2023_rainbowbridge_C","MykleHoban_16S_16SAllFishDez2023_rainbowbridge","MykleHoban","16S","16SAllFishDez2023","rainbowbridge","C",-0.272146753868099,0.168672697196184
"PilarCabezas_16S_16SAllFishDez2023_pMiFishcurated_A","PilarCabezas_16S_16SAllFishDez2023_pMiFishcurated","PilarCabezas","16S","16SAllFishDez2023","pMiFishcurated","A",-0.227184494834118,0.167432580794711
"PilarCabezas_16S_16SAllFishDez2023_pMiFishcurated_B","PilarCabezas_16S_16SAllFishDez2023_pMiFishcurated","PilarCabezas","16S","16SAllFishDez2023","pMiFishcurated","B",-0.232998269760161,0.126576302379125
"PilarCabezas_16S_16SAllFishDez2023_pMiFishcurated_C","PilarCabezas_16S_16SAllFishDez2023_pMiFishcurated","PilarCabezas","16S","16SAllFishDez2023","pMiFishcurated","C",-0.254478365980685,0.164680852013718
"PilarCabezas_16S_16SAllFishDez2023_pMiFishnoCuration_A","PilarCabezas_16S_16SAllFishDez2023_pMiFishnoCuration","PilarCabezas","16S","16SAllFishDez2023","pMiFishnoCuration","A",-0.103752124184078,-0.0317506728791492
"PilarCabezas_16S_16SAllFishDez2023_pMiFishnoCuration_B","PilarCabezas_16S_16SAllFishDez2023_pMiFishnoCuration","PilarCabezas","16S","16SAllFishDez2023","pMiFishnoCuration","B",-0.11201845571954,-0.0666257600288751
"PilarCabezas_16S_16SAllFishDez2023_pMiFishnoCuration_C","PilarCabezas_16S_16SAllFishDez2023_pMiFishnoCuration","PilarCabezas","16S","16SAllFishDez2023","pMiFishnoCuration","C",-0.102157333130706,-0.0557145187129114
"SaaraSuominen_16S_16S-ncbi_PacMAN_A","SaaraSuominen_16S_16S-ncbi_PacMAN","SaaraSuominen","16S","16S-ncbi","PacMAN","A",0.294706405829773,0.14564809808193
"SaaraSuominen_16S_16S-ncbi_PacMAN_B","SaaraSuominen_16S_16S-ncbi_PacMAN","SaaraSuominen","16S","16S-ncbi","PacMAN","B",0.317124656173404,0.126560946520581
"SaaraSuominen_16S_16S-ncbi_PacMAN_C","SaaraSuominen_16S_16S-ncbi_PacMAN","SaaraSuominen","16S","16S-ncbi","PacMAN","C",0.301723227684924,0.145714655078384
"SaaraSuominen_16S_16SAllFishDez2023_MetaWorksASV_A","SaaraSuominen_16S_16SAllFishDez2023_MetaWorksASV","SaaraSuominen","16S","16SAllFishDez2023","MetaWorksASV","A",0.29164336526494,0.103356320504334
"SaaraSuominen_16S_16SAllFishDez2023_MetaWorksASV_B","SaaraSuominen_16S_16SAllFishDez2023_MetaWorksASV","SaaraSuominen","16S","16SAllFishDez2023","MetaWorksASV","B",0.332139654877075,0.0582048329002785
"SaaraSuominen_16S_16SAllFishDez2023_MetaWorksASV_C","SaaraSuominen_16S_16SAllFishDez2023_MetaWorksASV","SaaraSuominen","16S","16SAllFishDez2023","MetaWorksASV","C",0.327347926144987,0.0694834349365228
"SaaraSuominen_16S_16SAllFishDez2023_MetaWorksOTU_A","SaaraSuominen_16S_16SAllFishDez2023_MetaWorksOTU","SaaraSuominen","16S","16SAllFishDez2023","MetaWorksOTU","A",0.307779977164876,0.089611078552833
"SaaraSuominen_16S_16SAllFishDez2023_MetaWorksOTU_B","SaaraSuominen_16S_16SAllFishDez2023_MetaWorksOTU","SaaraSuominen","16S","16SAllFishDez2023","MetaWorksOTU","B",0.330800720652654,0.0690599915404672
"SaaraSuominen_16S_16SAllFishDez2023_MetaWorksOTU_C","SaaraSuominen_16S_16SAllFishDez2023_MetaWorksOTU","SaaraSuominen","16S","16SAllFishDez2023","MetaWorksOTU","C",0.324714399071054,0.0608584842710426
"SaaraSuominen_16S_16SAllFishDez2023_PacMAN_A","SaaraSuominen_16S_16SAllFishDez2023_PacMAN","SaaraSuominen","16S","16SAllFishDez2023","PacMAN","A",0.26526216797013,0.0825733726548712
"SaaraSuominen_16S_16SAllFishDez2023_PacMAN_B","SaaraSuominen_16S_16SAllFishDez2023_PacMAN","SaaraSuominen","16S","16SAllFishDez2023","PacMAN","B",0.267029509066579,0.0575285857762383
"SaaraSuominen_16S_16SAllFishDez2023_PacMAN_C","SaaraSuominen_16S_16SAllFishDez2023_PacMAN","SaaraSuominen","16S","16SAllFishDez2023","PacMAN","C",0.262646108380494,0.0857764376587655
"SaaraSuominen_16S_16SCRABSCustom_MetaWorksASV_A","SaaraSuominen_16S_16SCRABSCustom_MetaWorksASV","SaaraSuominen","16S","16SCRABSCustom","MetaWorksASV","A",0.278393481628948,0.17583106536894
"SaaraSuominen_16S_16SCRABSCustom_MetaWorksASV_B","SaaraSuominen_16S_16SCRABSCustom_MetaWorksASV","SaaraSuominen","16S","16SCRABSCustom","MetaWorksASV","B",0.319344643652264,0.138843092485547
"SaaraSuominen_16S_16SCRABSCustom_MetaWorksASV_C","SaaraSuominen_16S_16SCRABSCustom_MetaWorksASV","SaaraSuominen","16S","16SCRABSCustom","MetaWorksASV","C",0.2976287308421,0.16564393824994
"SaaraSuominen_16S_16SCRABSCustom_MetaWorksOTU_A","SaaraSuominen_16S_16SCRABSCustom_MetaWorksOTU","SaaraSuominen","16S","16SCRABSCustom","MetaWorksOTU","A",0.292865650324145,0.164601830437391
"SaaraSuominen_16S_16SCRABSCustom_MetaWorksOTU_B","SaaraSuominen_16S_16SCRABSCustom_MetaWorksOTU","SaaraSuominen","16S","16SCRABSCustom","MetaWorksOTU","B",0.32228288309634,0.145462030568946
"SaaraSuominen_16S_16SCRABSCustom_MetaWorksOTU_C","SaaraSuominen_16S_16SCRABSCustom_MetaWorksOTU","SaaraSuominen","16S","16SCRABSCustom","MetaWorksOTU","C",0.30335502463431,0.154910044566985
"StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 ASV_A","StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 ASV","StenAnslan","16S","16SAllFishDez2023","PipeCraft2 DADA2 ASV","A",-0.141564725353704,-0.047604788072101
"StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 ASV_B","StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 ASV","StenAnslan","16S","16SAllFishDez2023","PipeCraft2 DADA2 ASV","B",-0.13337961683302,-0.0556807726631272
"StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 ASV_C","StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 ASV","StenAnslan","16S","16SAllFishDez2023","PipeCraft2 DADA2 ASV","C",-0.133451578519426,-0.0156952052193046
"StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 OTU_A","StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 OTU","StenAnslan","16S","16SAllFishDez2023","PipeCraft2 DADA2 OTU","A",-0.137000301383286,-0.0429968896658236
"StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 OTU_B","StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 OTU","StenAnslan","16S","16SAllFishDez2023","PipeCraft2 DADA2 OTU","B",-0.138780777484702,-0.0472292732693683
"StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 OTU_C","StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 OTU","StenAnslan","16S","16SAllFishDez2023","PipeCraft2 DADA2 OTU","C",-0.133451578519426,-0.0156952052193046
"StenAnslan_16S_COIMetazoa_PipeCraft2 DADA2 ASV_A","StenAnslan_16S_COIMetazoa_PipeCraft2 DADA2 ASV","StenAnslan","16S","COIMetazoa","PipeCraft2 DADA2 ASV","A",-0.00470923642627515,-0.582437134412535
"StenAnslan_16S_COIMetazoa_PipeCraft2 DADA2 ASV_B","StenAnslan_16S_COIMetazoa_PipeCraft2 DADA2 ASV","StenAnslan","16S","COIMetazoa","PipeCraft2 DADA2 ASV","B",-0.00745799578338833,-0.575525947864596
"StenAnslan_16S_COIMetazoa_PipeCraft2 DADA2 ASV_C","StenAnslan_16S_COIMetazoa_PipeCraft2 DADA2 ASV","StenAnslan","16S","COIMetazoa","PipeCraft2 DADA2 ASV","C",0.00764378025340004,-0.56789000164516
"TomasVetrovsky_16S_16SAllFishDez2023_SEED2_B","TomasVetrovsky_16S_16SAllFishDez2023_SEED2","TomasVetrovsky","16S","16SAllFishDez2023","SEED2","B",0.00652286437582047,-0.422541824148252
"adamBennett_16S_16SAllFishDez2023_minderoo_A","adamBennett_16S_16SAllFishDez2023_minderoo","adamBennett","16S","16SAllFishDez2023","minderoo","A",-0.278853172052527,0.142624236369841
"adamBennett_16S_16SAllFishDez2023_minderoo_B","adamBennett_16S_16SAllFishDez2023_minderoo","adamBennett","16S","16SAllFishDez2023","minderoo","B",-0.305087537373365,0.127065095795139
"adamBennett_16S_16SAllFishDez2023_minderoo_C","adamBennett_16S_16SAllFishDez2023_minderoo","adamBennett","16S","16SAllFishDez2023","minderoo","C",-0.287647113714381,0.148401346668501
"aurelieBonin_16S_16SAllFishDez2023_OBITools_A","aurelieBonin_16S_16SAllFishDez2023_OBITools","aurelieBonin","16S","16SAllFishDez2023","OBITools","A",0.417542590604606,0.0785878104502852
"aurelieBonin_16S_16SAllFishDez2023_OBITools_B","aurelieBonin_16S_16SAllFishDez2023_OBITools","aurelieBonin","16S","16SAllFishDez2023","OBITools","B",0.450457748471136,0.0405259159803021
"aurelieBonin_16S_16SAllFishDez2023_OBITools_C","aurelieBonin_16S_16SAllFishDez2023_OBITools","aurelieBonin","16S","16SAllFishDez2023","OBITools","C",0.433920900959353,0.0733196006768401
"chrisHempel_16S_16SAllFishDez2023_ApscaleModified_A","chrisHempel_16S_16SAllFishDez2023_ApscaleModified","chrisHempel","16S","16SAllFishDez2023","ApscaleModified","A",0.00834719905764754,-0.589910528248499
"chrisHempel_16S_16SAllFishDez2023_ApscaleModified_B","chrisHempel_16S_16SAllFishDez2023_ApscaleModified","chrisHempel","16S","16SAllFishDez2023","ApscaleModified","B",0.00833059916520529,-0.588430190915125
"chrisHempel_16S_16SAllFishDez2023_ApscaleModified_C","chrisHempel_16S_16SAllFishDez2023_ApscaleModified","chrisHempel","16S","16SAllFishDez2023","ApscaleModified","C",0.00835106461890624,-0.590254807601531
"geraldinePascal_16S_16SAllFishDez2023_frogsDADA2_A","geraldinePascal_16S_16SAllFishDez2023_frogsDADA2","geraldinePascal","16S","16SAllFishDez2023","frogsDADA2","A",-0.214408600778637,0.172522841922438
"geraldinePascal_16S_16SAllFishDez2023_frogsDADA2_B","geraldinePascal_16S_16SAllFishDez2023_frogsDADA2","geraldinePascal","16S","16SAllFishDez2023","frogsDADA2","B",-0.218706750530656,0.158505841578233
"geraldinePascal_16S_16SAllFishDez2023_frogsDADA2_C","geraldinePascal_16S_16SAllFishDez2023_frogsDADA2","geraldinePascal","16S","16SAllFishDez2023","frogsDADA2","C",-0.211303568681912,0.171347614358578
"geraldinePascal_16S_16SAllFishDez2023_frogsSWARM_A","geraldinePascal_16S_16SAllFishDez2023_frogsSWARM","geraldinePascal","16S","16SAllFishDez2023","frogsSWARM","A",-0.201567731236257,0.171177544966938
"geraldinePascal_16S_16SAllFishDez2023_frogsSWARM_B","geraldinePascal_16S_16SAllFishDez2023_frogsSWARM","geraldinePascal","16S","16SAllFishDez2023","frogsSWARM","B",-0.217903359351329,0.158680808410254
"geraldinePascal_16S_16SAllFishDez2023_frogsSWARM_C","geraldinePascal_16S_16SAllFishDez2023_frogsSWARM","geraldinePascal","16S","16SAllFishDez2023","frogsSWARM","C",-0.209931474494019,0.168590229702899
"lukeThompson_16S_16SAllFishDez2023_tourmaline_A","lukeThompson_16S_16SAllFishDez2023_tourmaline","lukeThompson","16S","16SAllFishDez2023","tourmaline","A",0.339832095010532,0.0731114264264257
"lukeThompson_16S_16SAllFishDez2023_tourmaline_B","lukeThompson_16S_16SAllFishDez2023_tourmaline","lukeThompson","16S","16SAllFishDez2023","tourmaline","B",0.350491371474272,0.071388542823536
"lukeThompson_16S_16SAllFishDez2023_tourmaline_C","lukeThompson_16S_16SAllFishDez2023_tourmaline","lukeThompson","16S","16SAllFishDez2023","tourmaline","C",0.335914129699854,0.0523169502018582
"AudreyBourret_COI_COIAllFishDez2023_MLI_A","AudreyBourret_COI_COIAllFishDez2023_MLI","AudreyBourret","COI","COIAllFishDez2023","MLI","A",0.137101330301825,0.116130555183334
"AudreyBourret_COI_COIAllFishDez2023_MLI_B","AudreyBourret_COI_COIAllFishDez2023_MLI","AudreyBourret","COI","COIAllFishDez2023","MLI","B",0.0732035971378198,0.054197312074866
"AudreyBourret_COI_COIAllFishDez2023_MLI_C","AudreyBourret_COI_COIAllFishDez2023_MLI","AudreyBourret","COI","COIAllFishDez2023","MLI","C",-0.0694871748019353,0.172173510113074
"ElisaBanchi_COI_COIAllFishDez2023_QIIME2v.2023.5_A","ElisaBanchi_COI_COIAllFishDez2023_QIIME2v.2023.5","ElisaBanchi","COI","COIAllFishDez2023","QIIME2v.2023.5","A",0.127990985541646,-0.0344619044713916
"ElisaBanchi_COI_COIAllFishDez2023_QIIME2v.2023.5_B","ElisaBanchi_COI_COIAllFishDez2023_QIIME2v.2023.5","ElisaBanchi","COI","COIAllFishDez2023","QIIME2v.2023.5","B",0.0935522147305851,-0.0445618289832698
"ElisaBanchi_COI_COIAllFishDez2023_QIIME2v.2023.5_C","ElisaBanchi_COI_COIAllFishDez2023_QIIME2v.2023.5","ElisaBanchi","COI","COIAllFishDez2023","QIIME2v.2023.5","C",-0.0111127856189514,0.0816832293644733
"EnoraGeslain_COI_COIMetazoaSep2024_MiFish_A","EnoraGeslain_COI_COIMetazoaSep2024_MiFish","EnoraGeslain","COI","COIMetazoaSep2024","MiFish","A",0.127688498449723,-0.050225725407427
"EnoraGeslain_COI_COIMetazoaSep2024_MiFish_B","EnoraGeslain_COI_COIMetazoaSep2024_MiFish","EnoraGeslain","COI","COIMetazoaSep2024","MiFish","B",0.0960280133864121,-0.0502568659766741
"EnoraGeslain_COI_COIMetazoaSep2024_MiFish_C","EnoraGeslain_COI_COIMetazoaSep2024_MiFish","EnoraGeslain","COI","COIMetazoaSep2024","MiFish","C",-0.00393944757624565,0.0725117658663447
"EvanMorien_COI_COIMetazoa_DADA2_A","EvanMorien_COI_COIMetazoa_DADA2","EvanMorien","COI","COIMetazoa","DADA2","A",-0.0614251652817449,-0.0840194070446174
"EvanMorien_COI_COIMetazoa_DADA2_B","EvanMorien_COI_COIMetazoa_DADA2","EvanMorien","COI","COIMetazoa","DADA2","B",-0.115016075091053,-0.103171054664957
"EvanMorien_COI_COIMetazoa_DADA2_C","EvanMorien_COI_COIMetazoa_DADA2","EvanMorien","COI","COIMetazoa","DADA2","C",-0.233885115559267,0.00673525966551977
"EvanMorien_COI_NCBILCABestHit_DADA2_A","EvanMorien_COI_NCBILCABestHit_DADA2","EvanMorien","COI","NCBILCABestHit","DADA2","A",0.132956475384541,-0.0307210020599725
"EvanMorien_COI_NCBILCABestHit_DADA2_B","EvanMorien_COI_NCBILCABestHit_DADA2","EvanMorien","COI","NCBILCABestHit","DADA2","B",0.0719433709083059,-0.0443162584941549
"EvanMorien_COI_NCBILCABestHit_DADA2_C","EvanMorien_COI_NCBILCABestHit_DADA2","EvanMorien","COI","NCBILCABestHit","DADA2","C",-0.0281654210577602,0.0526045961384471
"EvanMorien_COI_NCBILCA_DADA2_A","EvanMorien_COI_NCBILCA_DADA2","EvanMorien","COI","NCBILCA","DADA2","A",-0.351551386625361,0.0348596970053236
"EvanMorien_COI_NCBILCA_DADA2_B","EvanMorien_COI_NCBILCA_DADA2","EvanMorien","COI","NCBILCA","DADA2","B",-0.359789784691092,-0.017228479865761
"EvanMorien_COI_NCBILCA_DADA2_C","EvanMorien_COI_NCBILCA_DADA2","EvanMorien","COI","NCBILCA","DADA2","C",-0.376880397880868,0.0516509814314817
"KingslyChuoBeng_COI_COIAllFishDez2023_DADA2_A","KingslyChuoBeng_COI_COIAllFishDez2023_DADA2","KingslyChuoBeng","COI","COIAllFishDez2023","DADA2","A",0.133189343976513,-0.0240702597683067
"KingslyChuoBeng_COI_COIAllFishDez2023_DADA2_B","KingslyChuoBeng_COI_COIAllFishDez2023_DADA2","KingslyChuoBeng","COI","COIAllFishDez2023","DADA2","B",0.091150262539193,-0.0383863508330493
"KingslyChuoBeng_COI_COIAllFishDez2023_DADA2_C","KingslyChuoBeng_COI_COIAllFishDez2023_DADA2","KingslyChuoBeng","COI","COIAllFishDez2023","DADA2","C",-0.0265596163458233,0.0859409499191207
"MariusEisele_COI_BOLD_UNOISE3metaMATE_A","MariusEisele_COI_BOLD_UNOISE3metaMATE","MariusEisele","COI","BOLD","UNOISE3metaMATE","A",0.13802724678733,-0.0364116972024684
"MariusEisele_COI_BOLD_UNOISE3metaMATE_B","MariusEisele_COI_BOLD_UNOISE3metaMATE","MariusEisele","COI","BOLD","UNOISE3metaMATE","B",0.130335509014263,-0.0306388399983958
"MariusEisele_COI_BOLD_UNOISE3metaMATE_C","MariusEisele_COI_BOLD_UNOISE3metaMATE","MariusEisele","COI","BOLD","UNOISE3metaMATE","C",0.0754381351784692,0.0644689137073611
"MykleHoban_COI_COIMetazoa_rainbowbridge_A","MykleHoban_COI_COIMetazoa_rainbowbridge","MykleHoban","COI","COIMetazoa","rainbowbridge","A",0.124043293205701,-0.0402487092867801
"MykleHoban_COI_COIMetazoa_rainbowbridge_B","MykleHoban_COI_COIMetazoa_rainbowbridge","MykleHoban","COI","COIMetazoa","rainbowbridge","B",0.0958316798287474,-0.0486030166965613
"MykleHoban_COI_COIMetazoa_rainbowbridge_C","MykleHoban_COI_COIMetazoa_rainbowbridge","MykleHoban","COI","COIMetazoa","rainbowbridge","C",-0.00549610871156344,0.0790936356911068
"OnurDogan_COI_MIDORI2_APSCALE_A","OnurDogan_COI_MIDORI2_APSCALE","OnurDogan","COI","MIDORI2","APSCALE","A",0.0779884444329269,-0.046400830086915
"OnurDogan_COI_MIDORI2_APSCALE_B","OnurDogan_COI_MIDORI2_APSCALE","OnurDogan","COI","MIDORI2","APSCALE","B",0.0631399127693132,-0.0348952039670717
"OnurDogan_COI_MIDORI2_APSCALE_C","OnurDogan_COI_MIDORI2_APSCALE","OnurDogan","COI","MIDORI2","APSCALE","C",-0.0169622349957348,0.0578343913478761
"OnurDogan_COI_MIDORI2_APSCALEwithCuration_A","OnurDogan_COI_MIDORI2_APSCALEwithCuration","OnurDogan","COI","MIDORI2","APSCALEwithCuration","A",0.0180367313373561,0.11518434887815
"OnurDogan_COI_MIDORI2_APSCALEwithCuration_B","OnurDogan_COI_MIDORI2_APSCALEwithCuration","OnurDogan","COI","MIDORI2","APSCALEwithCuration","B",-0.00174639851963018,0.115368719294377
"OnurDogan_COI_MIDORI2_APSCALEwithCuration_C","OnurDogan_COI_MIDORI2_APSCALEwithCuration","OnurDogan","COI","MIDORI2","APSCALEwithCuration","C",-0.0553111797241288,0.136551293950096
"PilarCabezas_COI_COIMetazoa_pMiFishcurated_A","PilarCabezas_COI_COIMetazoa_pMiFishcurated","PilarCabezas","COI","COIMetazoa","pMiFishcurated","A",0.120517597296592,0.0215357717273047
"PilarCabezas_COI_COIMetazoa_pMiFishcurated_B","PilarCabezas_COI_COIMetazoa_pMiFishcurated","PilarCabezas","COI","COIMetazoa","pMiFishcurated","B",0.0718896608091524,0.00367312553069366
"PilarCabezas_COI_COIMetazoa_pMiFishcurated_C","PilarCabezas_COI_COIMetazoa_pMiFishcurated","PilarCabezas","COI","COIMetazoa","pMiFishcurated","C",-0.053102335357019,0.106932297570036
"PilarCabezas_COI_COIMetazoa_pMiFishnoCuration_A","PilarCabezas_COI_COIMetazoa_pMiFishnoCuration","PilarCabezas","COI","COIMetazoa","pMiFishnoCuration","A",0.114363176957025,-0.0132148105716093
"PilarCabezas_COI_COIMetazoa_pMiFishnoCuration_B","PilarCabezas_COI_COIMetazoa_pMiFishnoCuration","PilarCabezas","COI","COIMetazoa","pMiFishnoCuration","B",0.0694854266474587,-0.0135780838191247
"PilarCabezas_COI_COIMetazoa_pMiFishnoCuration_C","PilarCabezas_COI_COIMetazoa_pMiFishnoCuration","PilarCabezas","COI","COIMetazoa","pMiFishnoCuration","C",-0.0615117474278166,0.0932525502275566
"SaaraSuominen_COI_COICRABSCustom_MetaWorksASV_A","SaaraSuominen_COI_COICRABSCustom_MetaWorksASV","SaaraSuominen","COI","COICRABSCustom","MetaWorksASV","A",-0.181423544657959,-0.230501842655618
"SaaraSuominen_COI_COICRABSCustom_MetaWorksASV_B","SaaraSuominen_COI_COICRABSCustom_MetaWorksASV","SaaraSuominen","COI","COICRABSCustom","MetaWorksASV","B",-0.184533575412114,-0.231217333611532
"SaaraSuominen_COI_COICRABSCustom_MetaWorksASV_C","SaaraSuominen_COI_COICRABSCustom_MetaWorksASV","SaaraSuominen","COI","COICRABSCustom","MetaWorksASV","C",-0.296531653789247,-0.0759692306710883
"SaaraSuominen_COI_COICRABSCustom_MetaWorksOTUPseudogenefiltering_A","SaaraSuominen_COI_COICRABSCustom_MetaWorksOTUPseudogenefiltering","SaaraSuominen","COI","COICRABSCustom","MetaWorksOTUPseudogenefiltering","A",-0.147708448628286,-0.289245191485704
"SaaraSuominen_COI_COICRABSCustom_MetaWorksOTUPseudogenefiltering_B","SaaraSuominen_COI_COICRABSCustom_MetaWorksOTUPseudogenefiltering","SaaraSuominen","COI","COICRABSCustom","MetaWorksOTUPseudogenefiltering","B",-0.162114769577696,-0.281259210516586
"SaaraSuominen_COI_COICRABSCustom_MetaWorksOTUPseudogenefiltering_C","SaaraSuominen_COI_COICRABSCustom_MetaWorksOTUPseudogenefiltering","SaaraSuominen","COI","COICRABSCustom","MetaWorksOTUPseudogenefiltering","C",-0.267343292112523,-0.131120076985631
"SaaraSuominen_COI_COICRABSCustom_MetaWorksOTU_A","SaaraSuominen_COI_COICRABSCustom_MetaWorksOTU","SaaraSuominen","COI","COICRABSCustom","MetaWorksOTU","A",-0.147708448628286,-0.289245191485704
"SaaraSuominen_COI_COICRABSCustom_MetaWorksOTU_B","SaaraSuominen_COI_COICRABSCustom_MetaWorksOTU","SaaraSuominen","COI","COICRABSCustom","MetaWorksOTU","B",-0.162114769577696,-0.281259210516586
"SaaraSuominen_COI_COICRABSCustom_MetaWorksOTU_C","SaaraSuominen_COI_COICRABSCustom_MetaWorksOTU","SaaraSuominen","COI","COICRABSCustom","MetaWorksOTU","C",-0.267343292112523,-0.131120076985631
"SaaraSuominen_COI_COINCBInt_PacMAN_A","SaaraSuominen_COI_COINCBInt_PacMAN","SaaraSuominen","COI","COINCBInt","PacMAN","A",-0.145356145806974,-0.287356900570102
"SaaraSuominen_COI_COINCBInt_PacMAN_B","SaaraSuominen_COI_COINCBInt_PacMAN","SaaraSuominen","COI","COINCBInt","PacMAN","B",-0.163792275278358,-0.277348850052732
"SaaraSuominen_COI_COINCBInt_PacMAN_C","SaaraSuominen_COI_COINCBInt_PacMAN","SaaraSuominen","COI","COINCBInt","PacMAN","C",-0.267705746931937,-0.119834505010938
"StenAnslan_COI_COIMetazoa_PipeCraft2 DADA2 OTU_A","StenAnslan_COI_COIMetazoa_PipeCraft2 DADA2 OTU","StenAnslan","COI","COIMetazoa","PipeCraft2 DADA2 OTU","A",-0.337335194198339,0.462387116567858
"StenAnslan_COI_COIMetazoa_PipeCraft2 DADA2 OTU_B","StenAnslan_COI_COIMetazoa_PipeCraft2 DADA2 OTU","StenAnslan","COI","COIMetazoa","PipeCraft2 DADA2 OTU","B",-0.365999698848703,0.453601033630871
"StenAnslan_COI_COIMetazoa_PipeCraft2 DADA2 OTU_C","StenAnslan_COI_COIMetazoa_PipeCraft2 DADA2 OTU","StenAnslan","COI","COIMetazoa","PipeCraft2 DADA2 OTU","C",-0.408723407817563,0.433519990564032
"TomasVetrovsky_COI_COIMetazoaSep2024wormstax_SEED2_A","TomasVetrovsky_COI_COIMetazoaSep2024wormstax_SEED2","TomasVetrovsky","COI","COIMetazoaSep2024wormstax","SEED2","A",0.141697575959432,-0.0483819880338696
"TomasVetrovsky_COI_COIMetazoaSep2024wormstax_SEED2_B","TomasVetrovsky_COI_COIMetazoaSep2024wormstax_SEED2","TomasVetrovsky","COI","COIMetazoaSep2024wormstax","SEED2","B",0.116731908359141,-0.0597741773801871
"TomasVetrovsky_COI_COIMetazoaSep2024wormstax_SEED2_C","TomasVetrovsky_COI_COIMetazoaSep2024wormstax_SEED2","TomasVetrovsky","COI","COIMetazoaSep2024wormstax","SEED2","C",0.00914131810520218,0.0763873523283673
"ZacharyGold_COI_COIMetazoa_Anacapa100_A","ZacharyGold_COI_COIMetazoa_Anacapa100","ZacharyGold","COI","COIMetazoa","Anacapa100","A",0.128798156906813,-0.0284097910233299
"ZacharyGold_COI_COIMetazoa_Anacapa100_B","ZacharyGold_COI_COIMetazoa_Anacapa100","ZacharyGold","COI","COIMetazoa","Anacapa100","B",0.0922862235765639,-0.0375032129561192
"ZacharyGold_COI_COIMetazoa_Anacapa100_C","ZacharyGold_COI_COIMetazoa_Anacapa100","ZacharyGold","COI","COIMetazoa","Anacapa100","C",-0.0205595664305666,0.0783744949117942
"ZacharyGold_COI_COIMetazoa_Anacapa95_A","ZacharyGold_COI_COIMetazoa_Anacapa95","ZacharyGold","COI","COIMetazoa","Anacapa95","A",0.128885098339163,-0.0286028566848536
"ZacharyGold_COI_COIMetazoa_Anacapa95_B","ZacharyGold_COI_COIMetazoa_Anacapa95","ZacharyGold","COI","COIMetazoa","Anacapa95","B",0.0927771215144255,-0.0379015596366708
"ZacharyGold_COI_COIMetazoa_Anacapa95_C","ZacharyGold_COI_COIMetazoa_Anacapa95","ZacharyGold","COI","COIMetazoa","Anacapa95","C",-0.0206426898460407,0.0805839905138551
"adamBennett_COI_COIMetazoa_minderoo_A","adamBennett_COI_COIMetazoa_minderoo","adamBennett","COI","COIMetazoa","minderoo","A",0.109834635304027,-0.0320521488847277
"adamBennett_COI_COIMetazoa_minderoo_B","adamBennett_COI_COIMetazoa_minderoo","adamBennett","COI","COIMetazoa","minderoo","B",0.0715693774711688,-0.0411295259947665
"adamBennett_COI_COIMetazoa_minderoo_C","adamBennett_COI_COIMetazoa_minderoo","adamBennett","COI","COIMetazoa","minderoo","C",-0.033158018638415,0.081393535612145
"chrisHempel_COI_BOLD_ApscaleModified_A","chrisHempel_COI_BOLD_ApscaleModified","chrisHempel","COI","BOLD","ApscaleModified","A",0.0876806415041757,0.0484418044012126
"chrisHempel_COI_BOLD_ApscaleModified_B","chrisHempel_COI_BOLD_ApscaleModified","chrisHempel","COI","BOLD","ApscaleModified","B",0.0418854484881697,0.0467732861536258
"chrisHempel_COI_BOLD_ApscaleModified_C","chrisHempel_COI_BOLD_ApscaleModified","chrisHempel","COI","BOLD","ApscaleModified","C",-0.0486571008945633,0.12221941119388
